Data Number,Source Video Title
157.mp4,备战广西第十五届区运会-Scene-062.mp4
158.mp4,备战广西第十五届区运会-Scene-051.mp4
159.mp4,备战广西第十五届区运会-Scene-036.mp4
160.mp4,备战广西第十五届区运会-Scene-074.mp4
161.mp4,备战广西第十五届区运会-Scene-012.mp4
162.mp4,备战广西第十五届区运会-Scene-065.mp4
163.mp4,备战广西第十五届区运会-Scene-025.mp4
164.mp4,备战广西第十五届区运会-Scene-072.mp4
165.mp4,备战广西第十五届区运会-Scene-007.mp4
166.mp4,备战广西第十五届区运会-Scene-014.mp4
167.mp4,备战广西第十五届区运会-Scene-061.mp4
168.mp4,备战广西第十五届区运会-Scene-060.mp4
169.mp4,备战广西第十五届区运会-Scene-034.mp4
170.mp4,备战广西第十五届区运会-Scene-017.mp4
171.mp4,备战广西第十五届区运会-Scene-009.mp4
172.mp4,备战广西第十五届区运会-Scene-002.mp4
173.mp4,备战广西第十五届区运会-Scene-015.mp4
174.mp4,备战广西第十五届区运会-Scene-071.mp4
175.mp4,备战广西第十五届区运会-Scene-006.mp4
176.mp4,备战广西第十五届区运会-Scene-016.mp4
177.mp4,备战广西第十五届区运会-Scene-049.mp4
178.mp4,备战广西第十五届区运会-Scene-057.mp4
179.mp4,备战广西第十五届区运会-Scene-033.mp4
180.mp4,备战广西第十五届区运会-Scene-042.mp4
181.mp4,备战广西第十五届区运会-Scene-053.mp4
182.mp4,备战广西第十五届区运会-Scene-022.mp4
183.mp4,备战广西第十五届区运会-Scene-001.mp4
184.mp4,备战广西第十五届区运会-Scene-020.mp4
185.mp4,备战广西第十五届区运会-Scene-048.mp4
186.mp4,备战广西第十五届区运会-Scene-063.mp4
187.mp4,备战广西第十五届区运会-Scene-031.mp4
188.mp4,前腕花-Scene-001.mp4
189.mp4,前腕花-Scene-003.mp4
190.mp4,前腕花-Scene-002.mp4
191.mp4,初级刀术-起势-Scene-001.mp4
192.mp4,初级刀术-起势-Scene-002.mp4
193.mp4,第一套国际武术竞赛套路-南刀-第四段-国一南刀#桂平市竞技武术训练馆#桂平市竞技武术队-Scene-001.mp4
194.mp4,第一套国际武术竞赛套路-南刀-第四段-国一南刀#桂平市竞技武术训练馆#桂平市竞技武术队-Scene-002.mp4
195.mp4,第一套国际武术竞赛套路-南刀-第四段-国一南刀#桂平市竞技武术训练馆#桂平市竞技武术队-Scene-003.mp4
196.mp4,段位制长拳四段单练套路-Scene-001.mp4
197.mp4,段位制长拳四段单练套路-Scene-002.mp4
198.mp4,段位制长拳四段单练套路-Scene-003.mp4
199.mp4,段位制长拳六段单练套路-Scene-007.mp4
200.mp4,段位制长拳六段单练套路-Scene-005.mp4
201.mp4,段位制长拳六段单练套路-Scene-002.mp4
202.mp4,段位制长拳六段单练套路-Scene-001.mp4
203.mp4,段位制长拳六段单练套路-Scene-008.mp4
204.mp4,段位制长拳六段单练套路-Scene-006.mp4
205.mp4,段位制长拳六段单练套路-Scene-003.mp4
206.mp4,段位制长拳六段单练套路-Scene-004.mp4
207.mp4,野马分鬃-Scene-002.mp4
208.mp4,野马分鬃-Scene-001.mp4
209.mp4,第一套国际武术竞赛套路-南棍-第四段-国一南棍#桂平市竞技武术训练馆 #桂平市竞技武术队-Scene-001.mp4
210.mp4,仆步-Scene-001.mp4
211.mp4,第一套国际武术竞赛套路-南棍-完整版-国一南棍#桂平市竞技武术训练馆 #桂平市竞技武术队-Scene-005.mp4
212.mp4,第一套国际武术竞赛套路-南棍-完整版-国一南棍#桂平市竞技武术训练馆 #桂平市竞技武术队-Scene-004.mp4
213.mp4,第一套国际武术竞赛套路-南棍-完整版-国一南棍#桂平市竞技武术训练馆 #桂平市竞技武术队-Scene-002.mp4
214.mp4,第一套国际武术竞赛套路-南棍-完整版-国一南棍#桂平市竞技武术训练馆 #桂平市竞技武术队-Scene-001.mp4
215.mp4,第一套国际武术竞赛套路-南棍-完整版-国一南棍#桂平市竞技武术训练馆 #桂平市竞技武术队-Scene-003.mp4
216.mp4,武术周末班-Scene-003.mp4
217.mp4,武术周末班-Scene-005.mp4
218.mp4,武术周末班-Scene-007.mp4
219.mp4,武术周末班-Scene-014.mp4
220.mp4,武术周末班-Scene-012.mp4
221.mp4,武术周末班-Scene-013.mp4
222.mp4,武术周末班-Scene-008.mp4
223.mp4,武术周末班-Scene-002.mp4
224.mp4,武术周末班-Scene-011.mp4
225.mp4,武术周末班-Scene-004.mp4
226.mp4,武术周末班-Scene-009.mp4
227.mp4,武术周末班-Scene-001.mp4
228.mp4,武术周末班-Scene-006.mp4
229.mp4,武术周末班-Scene-010.mp4
230.mp4,第一套国际武术竞赛套路-长拳-第三段（动作名称）-Scene-002.mp4
231.mp4,第一套国际武术竞赛套路-长拳-第三段（动作名称）-Scene-001.mp4
232.mp4,第一套国际武术竞赛套路-南拳-第二段-国一南拳#桂平市竞技武术训练馆#桂平市竞技武术队-Scene-001.mp4
233.mp4,歇步-Scene-001.mp4
234.mp4,第一套国际武术竞赛套路-南拳-完整版-国一南拳#桂平市竞技武术训练馆#桂平市竞技武术队-Scene-009.mp4
235.mp4,第一套国际武术竞赛套路-南拳-完整版-国一南拳#桂平市竞技武术训练馆#桂平市竞技武术队-Scene-001.mp4
236.mp4,第一套国际武术竞赛套路-南拳-完整版-国一南拳#桂平市竞技武术训练馆#桂平市竞技武术队-Scene-007.mp4
237.mp4,第一套国际武术竞赛套路-南拳-完整版-国一南拳#桂平市竞技武术训练馆#桂平市竞技武术队-Scene-006.mp4
238.mp4,第一套国际武术竞赛套路-南拳-完整版-国一南拳#桂平市竞技武术训练馆#桂平市竞技武术队-Scene-003.mp4
239.mp4,第一套国际武术竞赛套路-南拳-完整版-国一南拳#桂平市竞技武术训练馆#桂平市竞技武术队-Scene-004.mp4
240.mp4,第一套国际武术竞赛套路-南拳-完整版-国一南拳#桂平市竞技武术训练馆#桂平市竞技武术队-Scene-008.mp4
241.mp4,第一套国际武术竞赛套路-南拳-完整版-国一南拳#桂平市竞技武术训练馆#桂平市竞技武术队-Scene-002.mp4
242.mp4,第一套国际武术竞赛套路-南拳-完整版-国一南拳#桂平市竞技武术训练馆#桂平市竞技武术队-Scene-005.mp4
243.mp4,崩棍-Scene-001.mp4
244.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-011.mp4
245.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-013.mp4
246.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-026.mp4
247.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-020.mp4
248.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-004.mp4
249.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-025.mp4
250.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-017.mp4
251.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-018.mp4
252.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-016.mp4
253.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-008.mp4
254.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-012.mp4
255.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-006.mp4
256.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-030.mp4
257.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-010.mp4
258.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-007.mp4
259.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-005.mp4
260.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-029.mp4
261.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-002.mp4
262.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-021.mp4
263.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-024.mp4
264.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-001.mp4
265.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-027.mp4
266.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-003.mp4
267.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-015.mp4
268.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-014.mp4
269.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-009.mp4
270.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-023.mp4
271.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-019.mp4
272.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-022.mp4
273.mp4,2022年广西少年儿童武术套路锦标赛-我馆队员片段-Scene-028.mp4
274.mp4,斩刀-Scene-001.mp4
275.mp4,崩剑-Scene-001.mp4
276.mp4,原地后空翻+腾空飞脚180°+蝎式-Scene-001.mp4
277.mp4,原地后空翻+腾空飞脚180°+蝎式-Scene-004.mp4
278.mp4,原地后空翻+腾空飞脚180°+蝎式-Scene-002.mp4
279.mp4,原地后空翻+腾空飞脚180°+蝎式-Scene-003.mp4
280.mp4,原地后空翻+腾空飞脚180°+蝎式-Scene-005.mp4
281.mp4,原地后空翻+腾空飞脚180°+蝎式-Scene-006.mp4
282.mp4,初级剑术-Scene-001.mp4
283.mp4,舞花枪-Scene-001.mp4
284.mp4,舞花枪-Scene-002.mp4
285.mp4,膝关节半月板三级损伤，经过这几个月的合理休息，营养的补充和适当的康复训练，现在上楼梯和下楼梯不腿软，但要完全和以前一样，也许还要漫长的时间。-Scene-004.mp4
286.mp4,膝关节半月板三级损伤，经过这几个月的合理休息，营养的补充和适当的康复训练，现在上楼梯和下楼梯不腿软，但要完全和以前一样，也许还要漫长的时间。-Scene-003.mp4
287.mp4,膝关节半月板三级损伤，经过这几个月的合理休息，营养的补充和适当的康复训练，现在上楼梯和下楼梯不腿软，但要完全和以前一样，也许还要漫长的时间。-Scene-002.mp4
288.mp4,膝关节半月板三级损伤，经过这几个月的合理休息，营养的补充和适当的康复训练，现在上楼梯和下楼梯不腿软，但要完全和以前一样，也许还要漫长的时间。-Scene-006.mp4
289.mp4,膝关节半月板三级损伤，经过这几个月的合理休息，营养的补充和适当的康复训练，现在上楼梯和下楼梯不腿软，但要完全和以前一样，也许还要漫长的时间。-Scene-001.mp4
290.mp4,膝关节半月板三级损伤，经过这几个月的合理休息，营养的补充和适当的康复训练，现在上楼梯和下楼梯不腿软，但要完全和以前一样，也许还要漫长的时间。-Scene-005.mp4
291.mp4,膝关节半月板三级损伤，经过这几个月的合理休息，营养的补充和适当的康复训练，现在上楼梯和下楼梯不腿软，但要完全和以前一样，也许还要漫长的时间。-Scene-007.mp4
292.mp4,太极拳-Scene-001.mp4
293.mp4,绞枪-Scene-001.mp4
294.mp4,撩剑-Scene-001.mp4
295.mp4,马步-Scene-001.mp4
296.mp4,（摆莲腿720°+马步）与（旋风脚720°+马步）-Scene-008.mp4
297.mp4,（摆莲腿720°+马步）与（旋风脚720°+马步）-Scene-005.mp4
298.mp4,（摆莲腿720°+马步）与（旋风脚720°+马步）-Scene-012.mp4
299.mp4,（摆莲腿720°+马步）与（旋风脚720°+马步）-Scene-004.mp4
300.mp4,（摆莲腿720°+马步）与（旋风脚720°+马步）-Scene-011.mp4
301.mp4,（摆莲腿720°+马步）与（旋风脚720°+马步）-Scene-006.mp4
302.mp4,（摆莲腿720°+马步）与（旋风脚720°+马步）-Scene-010.mp4
303.mp4,（摆莲腿720°+马步）与（旋风脚720°+马步）-Scene-001.mp4
304.mp4,（摆莲腿720°+马步）与（旋风脚720°+马步）-Scene-002.mp4
305.mp4,（摆莲腿720°+马步）与（旋风脚720°+马步）-Scene-009.mp4
306.mp4,（摆莲腿720°+马步）与（旋风脚720°+马步）-Scene-013.mp4
307.mp4,（摆莲腿720°+马步）与（旋风脚720°+马步）-Scene-007.mp4
308.mp4,（摆莲腿720°+马步）与（旋风脚720°+马步）-Scene-003.mp4
309.mp4,膝关节半月板撕裂7个月-Scene-003.mp4
310.mp4,膝关节半月板撕裂7个月-Scene-001.mp4
311.mp4,膝关节半月板撕裂7个月-Scene-002.mp4
312.mp4,第一套国际武术竞赛套路刀术（第一段）国一刀术-Scene-002.mp4
313.mp4,第一套国际武术竞赛套路刀术（第一段）国一刀术-Scene-003.mp4
314.mp4,第一套国际武术竞赛套路刀术（第一段）国一刀术-Scene-001.mp4
315.mp4,刺剑-Scene-001.mp4
316.mp4,初成（旋子转体360°）-Scene-006.mp4
317.mp4,初成（旋子转体360°）-Scene-005.mp4
318.mp4,初成（旋子转体360°）-Scene-001.mp4
319.mp4,初成（旋子转体360°）-Scene-004.mp4
320.mp4,初成（旋子转体360°）-Scene-002.mp4
321.mp4,初成（旋子转体360°）-Scene-009.mp4
322.mp4,初成（旋子转体360°）-Scene-007.mp4
323.mp4,初成（旋子转体360°）-Scene-008.mp4
324.mp4,初成（旋子转体360°）-Scene-003.mp4
325.mp4,第一套国际武术竞赛套路剑术（慢动作）国一剑术-Scene-001.mp4
326.mp4,第一套国际武术竞赛套路剑术（慢动作）国一剑术-Scene-002.mp4
327.mp4,云枪-Scene-001.mp4
328.mp4,云枪-Scene-002.mp4
329.mp4,云枪-Scene-003.mp4
330.mp4,点剑-Scene-001.mp4
331.mp4,第一套国际武术竞赛套路刀术（第四段）国一刀术-Scene-001.mp4
332.mp4,42式太极拳-第三段 #桂平市竞技武术训练馆 #桂平市竞技武术队-Scene-002.mp4
333.mp4,42式太极拳-第三段 #桂平市竞技武术训练馆 #桂平市竞技武术队-Scene-001.mp4
334.mp4,第一套国际武术竞赛套路刀术（第二段）国一刀术-Scene-002.mp4
335.mp4,第一套国际武术竞赛套路刀术（第二段）国一刀术-Scene-001.mp4
336.mp4,点枪-Scene-001.mp4
337.mp4,第一套国际武术竞赛套路-棍术-（完整版）-国一棍术 #桂平市竞技武术训练馆 #桂平市竞技武术队-Scene-002.mp4
338.mp4,第一套国际武术竞赛套路-棍术-（完整版）-国一棍术 #桂平市竞技武术训练馆 #桂平市竞技武术队-Scene-006.mp4
339.mp4,第一套国际武术竞赛套路-棍术-（完整版）-国一棍术 #桂平市竞技武术训练馆 #桂平市竞技武术队-Scene-001.mp4
340.mp4,第一套国际武术竞赛套路-棍术-（完整版）-国一棍术 #桂平市竞技武术训练馆 #桂平市竞技武术队-Scene-009.mp4
341.mp4,第一套国际武术竞赛套路-棍术-（完整版）-国一棍术 #桂平市竞技武术训练馆 #桂平市竞技武术队-Scene-004.mp4
342.mp4,第一套国际武术竞赛套路-棍术-（完整版）-国一棍术 #桂平市竞技武术训练馆 #桂平市竞技武术队-Scene-003.mp4
343.mp4,第一套国际武术竞赛套路-棍术-（完整版）-国一棍术 #桂平市竞技武术训练馆 #桂平市竞技武术队-Scene-008.mp4
344.mp4,第一套国际武术竞赛套路-棍术-（完整版）-国一棍术 #桂平市竞技武术训练馆 #桂平市竞技武术队-Scene-005.mp4
345.mp4,第一套国际武术竞赛套路-棍术-（完整版）-国一棍术 #桂平市竞技武术训练馆 #桂平市竞技武术队-Scene-007.mp4
346.mp4,小队员训练-Scene-001.mp4
347.mp4,小队员训练-Scene-009.mp4
348.mp4,小队员训练-Scene-004.mp4
349.mp4,小队员训练-Scene-010.mp4
350.mp4,小队员训练-Scene-007.mp4
351.mp4,小队员训练-Scene-011.mp4
352.mp4,小队员训练-Scene-006.mp4
353.mp4,小队员训练-Scene-012.mp4
354.mp4,小队员训练-Scene-003.mp4
355.mp4,小队员训练-Scene-008.mp4
356.mp4,小队员训练-Scene-005.mp4
357.mp4,小队员训练-Scene-002.mp4
358.mp4,提撩花棍-Scene-001.mp4
